"while american adobo has its heart lrb and its palate rrb in the right place , its brain is a little scattered ditsy , even",0
"unfolds with such a wallop of you are there immediacy that when the bullets start to fly , your first instinct is to duck",1
and it 's a lousy one at that,0
it 's not too fast and not too slow,1
"it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space",1
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients",1
compellingly watchable,1
"despite some comic sparks , welcome to collinwood never catches fire",0
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees",1
"not only does spider man deliver , but i suspect it might deliver again and again",1
it 's worth taking the kids to,1
"without shakespeare 's eloquent language , the update is dreary and sluggish",0
"dense , exhilarating documentary",1
"feels as if lrb there 's rrb a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something",0
poignant if familiar story of a young person suspended between two cultures,1
"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie which may be why it 's so successful at lodging itself in the brain",1
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors",1
superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen,1
a metaphor for a modern day urban china searching for its identity,1
"it 's a square , sentimental drama that satisfies , as comfort food often can",1
"the wonderfully lush morvern callar is pure punk existentialism , and ms ramsay and her co writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting",1
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form",1
"not once in the rush to save the day did i become very involved in the proceedings to me , it was just a matter of ` eh '",0
an ugly duckling tale so hideously and clumsily told it feels accidental,0
becomes a bit of a mishmash a tearjerker that does n't and a thriller that wo n't,0
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,1
"this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it",1
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",0
cho 's timing is priceless,1
criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama,1
there 's something to be said for a studio produced film that never bothers to hand viewers a suitcase full of easy answers,1
what elevates the movie above the run of the mill singles blender is its surreal sense of humor and technological finish,1
nicholson 's understated performance is wonderful,1
"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story",1
"it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue",0
"jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder",0
"a fascinating curiosity piece fascinating , that is , for about ten minutes",0
over and over again,0
nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure,1
"this bond film goes off the beaten path , not necessarily for the better",0
its solemn pretension prevents us from sharing the awe in which it holds itself,0
the drama discloses almost nothing,0
"a sham construct based on theory , sleight of hand , and ill wrought hypothesis",0
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries,1
"like its parade of predecessors , this halloween is a gory slash fest",1
perhaps the best sports movie i 've ever seen,1
this pathetic junk is barely an hour long,0
"ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane",1
"this is a gorgeous film vivid with color , music and life",1
playing a role of almost bergmanesque intensity bisset is both convincing and radiant,1
the trappings of i spy are so familiar you might as well be watching a rerun,0
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film,1
leigh makes these lives count,1
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough around the edges , low budget constraints",1
"the woodman seems to have directly influenced this girl meets girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring",1
i could n't recommend this film more,1
"an inexperienced director , mehta has much to learn",0
"you can taste it , but there 's no fizz",0
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either,0
"a moving tale of love and destruction in unexpected places , unexamined lives",1
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,1
why ?,0
and that is where ararat went astray,0
vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role,1
"clockstoppers is one of those crazy , mixed up films that does n't know what it wants to be when it grows up",0
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't she cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff",0
it 's mostly a pleasure to watch,1
its spirit of iconoclastic abandon however canned makes for unexpectedly giddy viewing,1
"a kilted jackson is an unsettling sight , and indicative of his , if you will , out of kilter character , who rambles aimlessly through ill conceived action pieces",0
i did n't find much fascination in the swinging,0
this is no `` waterboy ! '',0
"but the nerve raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment",1
baby faced renner is eerily convincing as this bland blank of a man with unimaginable demons within,1
the kind of primal storytelling that george lucas can only dream of,1
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year",1
the irwins ' scenes are fascinating the movie as a whole is cheap junk and an insult to their death defying efforts,0
"it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni",0
"he seems to want both , but succeeds in making neither",0
"by turns fanciful , grisly and engagingly quixotic",1
"the re release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages",1
"i 've never seen lrb a remake rrb do anything as stomach turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic",0
those who want to be jolted out of their gourd should drop everything and run to ichi,1
"mr deeds is , as comedy goes , very silly and in the best way",1
"this amiable picture talks tough , but it 's all bluster in the end it 's as sweet as greenfingers",1
my little eye is the best little `` horror '' movie i 've seen in years,1
"the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt trip parents",0
it may work as a jaunt down memory lane for teens and young adults who grew up on televised scooby doo shows or reruns,1
suffers from a flat script and a low budget,0
"the movie is well done , but slow",0
the master of disguise is awful,0
the film is one of the year 's best,1
one of the year 's most weirdly engaging and unpredictable character pieces,1
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why",0
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling",0
"`` looking for leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something",0
the most surprising thing about this film is that they are actually releasing it into theaters,0
one resurrection too many,0
"oh , look at that clever angle !",1
"no , i hate it",0
"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them",1
the casting of raymond j barry as the ` assassin ' greatly enhances the quality of neil burger 's impressive fake documentary,1
"the film is like sitting in a downtown caf , overhearing a bunch of typical late twenty somethings natter on about nothing , and desperately wishing you could change tables",0
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed",1
"a rollicking ride , with jaw dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending",1
an hour and a half of joyful solo performance,1
contrived pastiche of caper clich s,0
"a triumph , a film that hews out a world and carries us effortlessly from darkness to light",1
"steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life",1
kinnear 's performance is a career defining revelation,1
"not only a reminder of how they used to make movies , but also how they sometimes still can be made",1
the dragons are the real stars of reign of fire and you wo n't be disappointed,1
"if you 're over 25 , have an iq over 90 , and have a driver 's license , you should be able to find better entertainment",0
"for devotees of french cinema , safe conduct is so rich with period minutiae it 's like dying and going to celluloid heaven",1
"scherfig , who has had a successful career in tv , tackles more than she can handle",0
"this sade is hardly a perverse , dangerous libertine and agitator which would have made for better drama",0
"by the end of the movie , you 're definitely convinced that these women are spectacular",1
"a plotline that 's as lumpy as two day old porridge the filmmakers ' paws , sad to say , were all over this `` un bear able '' project !",0
the modern day royals have nothing on these guys when it comes to scandals,0
essentially `` fatal attraction '' remade for viewers who were in diapers when the original was released in 1987,0
"it does n't really know or care about the characters , and uses them as markers for a series of preordained events",0
` opening up ' the play more has partly closed it down,0
"even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth",1
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings",0
"every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat",1
the imax screen enhances the personal touch of manual animation,1
coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings,0
as pedestrian as they come,0
"why , you may ask , why should you buy the movie milk when the tv cow is free ?",0
"sunk by way too much indulgence of scene chewing , teeth gnashing actorliness",0
that 's fun for kids of any age,1
raimi and his team could n't have done any better in bringing the story of spider man to the big screen,1
"a colorful , joyous celebration of life a tapestry woven of romance , dancing , singing , and unforgettable characters",1
a rip roaring comedy action fest that 'll put hairs on your chest,1
the premise of jason x is silly but strangely believable,1
the modern day characters are nowhere near as vivid as the 19th century ones,0
chelsea walls is a case of too many chefs fussing over too weak a recipe,0
"the cast keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired",1
"lrb the kid 's rrb just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow",0
contradicts everything we 've come to expect from movies nowadays,1
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip flop of courtship , we often reel in when we should be playing out",1
the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal,0
the solid filmmaking and convincing characters makes this a high water mark for this genre,1
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away",1
"with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work",1
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking",1
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be",0
"unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either",0
schrader examines crane 's decline with unblinking candor,1
that the e graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy,1
"you would n't want to live waydowntown , but it is a hilarious place to visit",1
"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process",1
there 's not one decent performance from the cast and not one clever line of dialogue,0
translation ` we do n't need to try very hard ',0
"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages",1
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well worn situations",0
caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose,1
a captivating and intimate study about dying and loving,1
"oversexed , at times overwrought comedy drama that offers little insight into the experience of being forty , female and single",0
the world needs more filmmakers with passionate enthusiasms like martin scorsese,1
the director seems to take an unseemly pleasure in lrb the characters ' rrb misery and at the same time to congratulate himself for having the guts to confront it,0
the history is fascinating the action is dazzling,1
"the unexpected thing is that its dying , in this shower of black and white psychedelia , is quite beautiful",1
i also believe that resident evil is not it,0
offers a clear eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film,1
"meeting , even exceeding expectations , it 's the best sequel since the empire strikes back a majestic achievement , an epic of astonishing grandeur and surprising emotional depth",1
"while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds",1
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season",1
may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence,0
"death to smoochy tells a moldy oldie , not nearly as nasty as it thinks it is joke",0
"spielberg 's picture is smarter and subtler than lrb total recall and blade runner rrb , although its plot may prove too convoluted for fun seeking summer audiences",1
"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character",0
smaller numbered kidlets will enjoy,1
"offers no new insight on the matter , nor do its characters exactly spring to life",0
"i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking",0
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice",0
the characters are more deeply thought through than in most ` right thinking ' films,1
"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that",1
"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard",0
"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious",0
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want but it 's still damn funny stuff,1
"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice",1
one of the best looking and stylish animated movies in quite a while,1
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl it 's simply , and surprisingly , a nice , light treat",1
"it 's good , hard edged stuff , violent and a bit exploitative but also nicely done , morally alert and street smart",1
sayles once again strands his superb performers in the same old story,0
"high crimes carries almost no organic intrigue as a government marine legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old hat province of male intrigue",0
nicole kidman makes it a party worth attending,1
"bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy",1
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel,1
"shatner is probably the funniest person in the film , which gives you an idea just how bad it was",0
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie",0
"there 's some outrageously creative action in the transporter lrb b rrb ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman",0
"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough",1
"it might be ` easier ' to watch on video at home , but that should n't stop die hard french film connoisseurs from going out and enjoying the big screen experience",1
lrb reno rrb delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well balanced fashion,1
"rich in atmosphere of the post war art world , it manages to instruct without reeking of research library dust",1
more good than great but freeman and judd make it work,1
"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless",1
"never again , while nothing special , is pleasant , diverting and modest definitely a step in the right direction",1
"if the last man were the last movie left on earth , there would be a toss up between presiding over the end of cinema as we know it and another night of delightful hand shadows",0
"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew",1
this is an interesting movie ! '',1
"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical",0
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction",0
"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon bourne or his predicament",0
like a can of 2 day old coke,0
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short,1
"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture perfect life but world traveler gave me no reason to care , so i did n't",0
that the film opens with maggots crawling on a dead dog is not an out of place metaphor,0
"if the plot seems a bit on the skinny side , that 's because panic room is interested in nothing more than sucking you in and making you sweat",1
drumline ably captures the complicated relationships in a marching band,1
"the entire cast is first rate , especially sorvino",1
it 's a drag how nettelbeck sees working women or at least this working woman for whom she shows little understanding,0
nothing about this movie works,0
a solidly entertaining little film,1
"lrb `` safe conduct '' rrb is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage",1
"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel",1
"a hit and miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped",0
"this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery",1
"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang raped ?",0
"it makes compelling , provocative and prescient viewing",1
a flawed but engrossing thriller,1
never comes together as a coherent whole,0
a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies,0
what sets ms birot 's film apart from others in the genre is a greater attention to the parents and particularly the fateful fathers in the emotional evolution of the two bewitched adolescents,1
"like most of jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand",0
"it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout",1
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm,1
"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're doing it for the cash ' sequel were",0
i have to admit that i am baffled by jason x,0
"the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection",1
"a rip off twice removed , modeled after lrb seagal 's rrb earlier copycat under siege , sometimes referred to as die hard on a boat",0
"ms seigner and mr serrault bring fresh , unforced naturalism to their characters",1
"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly ''",0
but the movie that does n't really deliver for country music fans or for family audiences,0
"if you answered yes , by all means enjoy the new guy",1
generates an enormous feeling of empathy for its characters,1
"the low key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love",1
"those prone to indignation need not apply those susceptible to blue hilarity , step right up",1
an intriguing look at the french film industry during the german occupation its most delightful moments come when various characters express their quirky inner selves,1
would make an excellent companion piece to the similarly themed ` the french lieutenant 's woman ',1
"if you like quirky , odd movies and or the ironic , here 's a fun one",1
"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half",0
woody allen can write and deliver a one liner as well as anybody,1
the most consistently funny of the austin powers films,1
"it 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen",1
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble in the ghetto flicks,1
"the plot has a number of holes , and at times it 's simply baffling",0
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine",0
amazingly lame,0
not even felinni would know what to make of this italian freakshow,0
"garc a bernal and talanc n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out",1
but certainly hard to hate,1
"finely crafted , finely written , exquisitely performed",1
parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',0
"the story is a rather simplistic one grief drives her , love drives him , and a second chance to find love in the most unlikely place it struck a chord in me",1
a cockeyed shot all the way,0
clare peploe 's airless movie adaptation could use a little american pie like irreverence,0
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy",0
a cutesy romantic tale with a twist,1
about one in three gags in white 's intermittently wise script hits its mark the rest are padding unashamedly appropriated from the teen exploitation playbook,0
"it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting",0
give credit to everyone from robinson down to the key grip that this bold move works,1
"enough said , except film overboard !",0
a suffocating rape payback horror show that hinges on the subgenre 's most enabling victim and an ebullient affection for industrial model meat freezers,1
"while we no longer possess the lack of attention span that we did at seventeen , we had no trouble sitting for blade ii",1
a collage of clich s and a dim echo of allusions to other films,0
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural why did n't hollywood think of this sooner ?,1
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about",0
"the screenplay by james eric , james horton and director peter o'fallon is so pat it makes your teeth hurt",0
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment,0
"not only does leblanc make one spectacularly ugly looking broad , but he appears miserable throughout as he swaggers through his scenes",0
"an elegant work , food of love is as consistently engaging as it is revealing",1
"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze",1
a weak and ineffective ghost story without a conclusion or pay off,0
if you 're a fan of the series you 'll love it and probably want to see it twice,1
the film never finds its tone and several scenes run too long,0
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands,0
it 's not a motion picture it 's an utterly static picture,0
it 's probably not easy to make such a worthless film,0
the film is bright and flashy in all the right ways,1
"a brisk , reverent , and subtly different sequel",1
a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters,1
does an impressive job of relating the complicated history of the war and of filling in the background,1
a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,1
a cautionary tale about the folly of superficiality that is itself endlessly superficial,0
"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance",0
"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes",0
"in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate",0
it 's refreshing to see a movie that embraces its old fashioned themes and in the process comes out looking like something wholly original,1
it must be the end of the world the best film so far this year is a franchise sequel starring wesley snipes,1
boomers and their kids will have a barrie good time,1
wow,1
"if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes",0
"been there , done that a thousand times already , and better",0
an infuriating film,0
a film with a great premise but only a great premise,1
"seagal ran out of movies years ago , and this is just the proof",0
a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship,0
the fetid underbelly of fame has never looked uglier,0
"by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it then , miracle of miracles , the movie does a flip flop",1
"soulless and even more damning virtually joyless , xxx achieves near virtuosity in its crapulence",0
"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance",1
"sweet home alabama is n't going to win any academy awards , but this date night diversion will definitely win some hearts",1
it 's a satisfying summer blockbuster and worth a look,1
a party hearty teen flick that scalds like acid,0
the movie is very funny as you peek at it through the fingers in front of your eyes,1
"while the story is better focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth vampire , tortured woe is me lifestyle",0
"originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller",1
"like mike is a slight and uninventive movie like the exalted michael jordan referred to in the title , many can aspire but none can equal",0
"the cast , collectively a successful example of the lovable loser protagonist , shows deft comic timing",1
"a grittily beautiful film that looks , sounds , and feels more like an extended , open ended poem than a traditionally structured story",1
strangely comes off as a kingdom more mild than wild,1
"a few hours after you 've seen it , you forget you 've been to the movies",0
yet it 's not quite the genre busting film it 's been hyped to be because it plays everything too safe,0
"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything",0
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience",1
manages to accomplish what few sequels can it equals the original and in some ways even betters it,1
the end result is like cold porridge with only the odd enjoyably chewy lump,0
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl on girl action,0
"despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship",1
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies,0
a fleet footed and pleasingly upbeat family diversion,1
australian filmmaker david flatman uses the huge screen format to make an old fashioned nature film that educates viewers with words and pictures while entertaining them,1
`` mr deeds '' is suitable summer entertainment that offers escapism without requiring a great deal of thought,1
lame sweet home leaves no southern stereotype unturned,0
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories,0
it 's always disappointing when a documentary fails to live up to or offer any new insight into its chosen topic,0
"yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family",0
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie,0
mr scorsese 's bravery and integrity in advancing this vision can hardly be underestimated,1
more intellectually scary than dramatically involving,0
"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast ''",0
fun and nimble,1
"when the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame '",0
the movie is a desperate miscalculation,0
"what they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge",0
plays like a glossy melodrama that occasionally verges on camp,0
what ultimately makes windtalkers a disappointment is the superficial way it deals with its story,0
polanski has found the perfect material with which to address his own world war ii experience in his signature style,1
"the main story is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish",0
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing",1
"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke",1
"if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion",1
top notch action powers this romantic drama,1
roman polanski 's autobiographical gesture at redemption is better than ` shindler 's list ' it is more than merely a holocaust movie,1
"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson",0
"confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture",1
the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror action hybrid,0
takes a simple premise and carries it to unexpected heights,1
"` moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special interest groups as he slaps together his own brand of liberalism '",0
"the film reminds me of a vastly improved germanic version of my big fat greek wedding with better characters , some genuine quirkiness and at least a measure of style",1
"the star who helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears ''",0
"a good film with a solid pedigree both in front of and , more specifically , behind the camera",1
a marvelous performance by allison lohman as an identity seeking foster child,1
a slow moving police procedural thriller that takes its title all too literally,0
"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche",0
"leigh is n't breaking new ground , but he knows how a daily grind can kill love",1
