ID,Age,KidsAtHomeWhoDrive,Income,VehicleYear,Collision,Deductable,Roadside,Extra,Rank
6,31,0,58891,2009,2mill_Collision,500_Deductable,no_Roadside,no_Extra,5
6,31,0,58891,2009,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
6,31,0,58891,2009,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,3
6,31,0,58891,2009,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
6,31,0,58891,2009,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,8
6,31,0,58891,2009,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,7
6,31,0,58891,2009,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
7,53,0,95357,2008,1mill_Collision,300_Deductable,no_Roadside,no_Extra,3
7,53,0,95357,2008,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,2
7,53,0,95357,2008,2mill_Collision,500_Deductable,no_Roadside,no_Extra,7
7,53,0,95357,2008,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,9
7,53,0,95357,2008,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
7,53,0,95357,2008,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,5
7,53,0,95357,2008,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,6
7,53,0,95357,2008,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,8
7,53,0,95357,2008,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
8,35,0,55222,2014,1mill_Collision,300_Deductable,no_Roadside,no_Extra,5
8,35,0,55222,2014,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,4
8,35,0,55222,2014,2mill_Collision,500_Deductable,no_Roadside,no_Extra,9
8,35,0,55222,2014,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,8
8,35,0,55222,2014,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,3
8,35,0,55222,2014,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,2
8,35,0,55222,2014,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,7
8,35,0,55222,2014,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,6
8,35,0,55222,2014,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
9,52,0,61364,2003,1mill_Collision,300_Deductable,no_Roadside,no_Extra,3
9,52,0,61364,2003,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,7
9,52,0,61364,2003,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
9,52,0,61364,2003,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,9
9,52,0,61364,2003,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
9,52,0,61364,2003,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
9,52,0,61364,2003,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,6
9,52,0,61364,2003,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,5
9,52,0,61364,2003,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
10,42,3,40897,2013,1mill_Collision,300_Deductable,no_Roadside,no_Extra,7
10,42,3,40897,2013,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,8
10,42,3,40897,2013,2mill_Collision,500_Deductable,no_Roadside,no_Extra,5
10,42,3,40897,2013,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,9
10,42,3,40897,2013,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
10,42,3,40897,2013,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
10,42,3,40897,2013,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,4
10,42,3,40897,2013,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,6
10,42,3,40897,2013,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
11,37,0,42800,2009,1mill_Collision,300_Deductable,no_Roadside,no_Extra,4
11,37,0,42800,2009,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,6
11,37,0,42800,2009,2mill_Collision,500_Deductable,no_Roadside,no_Extra,9
11,37,0,42800,2009,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,8
11,37,0,42800,2009,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
11,37,0,42800,2009,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,3
11,37,0,42800,2009,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,7
11,37,0,42800,2009,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,5
11,37,0,42800,2009,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
12,48,2,112979,2008,1mill_Collision,300_Deductable,no_Roadside,no_Extra,6
12,48,2,112979,2008,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,7
12,48,2,112979,2008,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
12,48,2,112979,2008,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
12,48,2,112979,2008,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
12,48,2,112979,2008,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
12,48,2,112979,2008,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
12,48,2,112979,2008,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,4
12,48,2,112979,2008,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
13,23,0,26565,1989,1mill_Collision,300_Deductable,no_Roadside,no_Extra,8
13,23,0,26565,1989,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,7
13,23,0,26565,1989,2mill_Collision,500_Deductable,no_Roadside,no_Extra,4
13,23,0,26565,1989,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
13,23,0,26565,1989,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
13,23,0,26565,1989,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,2
13,23,0,26565,1989,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,5
13,23,0,26565,1989,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,9
13,23,0,26565,1989,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
14,40,0,79625,1998,1mill_Collision,300_Deductable,no_Roadside,no_Extra,4
14,40,0,79625,1998,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,5
14,40,0,79625,1998,2mill_Collision,500_Deductable,no_Roadside,no_Extra,6
14,40,0,79625,1998,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,9
14,40,0,79625,1998,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
14,40,0,79625,1998,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
14,40,0,79625,1998,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,7
14,40,0,79625,1998,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,8
14,40,0,79625,1998,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
15,35,0,102958,2008,1mill_Collision,300_Deductable,no_Roadside,no_Extra,5
15,35,0,102958,2008,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,6
15,35,0,102958,2008,2mill_Collision,500_Deductable,no_Roadside,no_Extra,7
15,35,0,102958,2008,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,8
15,35,0,102958,2008,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
15,35,0,102958,2008,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,4
15,35,0,102958,2008,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
15,35,0,102958,2008,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,2
15,35,0,102958,2008,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
16,41,0,85494,2013,1mill_Collision,300_Deductable,no_Roadside,no_Extra,4
16,41,0,85494,2013,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,6
16,41,0,85494,2013,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
16,41,0,85494,2013,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,7
16,41,0,85494,2013,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
16,41,0,85494,2013,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,5
16,41,0,85494,2013,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
16,41,0,85494,2013,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,3
16,41,0,85494,2013,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
17,45,0,90339,2009,1mill_Collision,300_Deductable,no_Roadside,no_Extra,6
17,45,0,90339,2009,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,4
17,45,0,90339,2009,2mill_Collision,500_Deductable,no_Roadside,no_Extra,7
17,45,0,90339,2009,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
17,45,0,90339,2009,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
17,45,0,90339,2009,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,3
17,45,0,90339,2009,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,8
17,45,0,90339,2009,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,9
17,45,0,90339,2009,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
18,26,0,52710,1992,1mill_Collision,300_Deductable,no_Roadside,no_Extra,7
18,26,0,52710,1992,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,9
18,26,0,52710,1992,2mill_Collision,500_Deductable,no_Roadside,no_Extra,6
18,26,0,52710,1992,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
18,26,0,52710,1992,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
18,26,0,52710,1992,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,4
18,26,0,52710,1992,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,5
18,26,0,52710,1992,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,8
18,26,0,52710,1992,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
19,17,0,42362,2005,1mill_Collision,300_Deductable,no_Roadside,no_Extra,9
19,17,0,42362,2005,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,8
19,17,0,42362,2005,2mill_Collision,500_Deductable,no_Roadside,no_Extra,3
19,17,0,42362,2005,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
19,17,0,42362,2005,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
19,17,0,42362,2005,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,2
19,17,0,42362,2005,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,5
19,17,0,42362,2005,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,7
19,17,0,42362,2005,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,4
20,44,1,84328,2017,1mill_Collision,300_Deductable,no_Roadside,no_Extra,5
20,44,1,84328,2017,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,2
20,44,1,84328,2017,2mill_Collision,500_Deductable,no_Roadside,no_Extra,7
20,44,1,84328,2017,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
20,44,1,84328,2017,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
20,44,1,84328,2017,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,3
20,44,1,84328,2017,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
20,44,1,84328,2017,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,4
20,44,1,84328,2017,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,8
21,26,0,47116,2027,1mill_Collision,300_Deductable,no_Roadside,no_Extra,6
21,26,0,47116,2027,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,8
21,26,0,47116,2027,2mill_Collision,500_Deductable,no_Roadside,no_Extra,9
21,26,0,47116,2027,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,3
21,26,0,47116,2027,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
21,26,0,47116,2027,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,4
21,26,0,47116,2027,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,5
21,26,0,47116,2027,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,7
21,26,0,47116,2027,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
22,47,0,95221,2018,1mill_Collision,300_Deductable,no_Roadside,no_Extra,1
22,47,0,95221,2018,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,3
22,47,0,95221,2018,2mill_Collision,500_Deductable,no_Roadside,no_Extra,6
22,47,0,95221,2018,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,7
22,47,0,95221,2018,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
22,47,0,95221,2018,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,8
22,47,0,95221,2018,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
22,47,0,95221,2018,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,5
22,47,0,95221,2018,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
23,49,0,40809,2014,1mill_Collision,300_Deductable,no_Roadside,no_Extra,9
23,49,0,40809,2014,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,3
23,49,0,40809,2014,2mill_Collision,500_Deductable,no_Roadside,no_Extra,5
23,49,0,40809,2014,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
23,49,0,40809,2014,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
23,49,0,40809,2014,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,7
23,49,0,40809,2014,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,8
23,49,0,40809,2014,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,6
23,49,0,40809,2014,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
24,47,0,105303,2003,1mill_Collision,300_Deductable,no_Roadside,no_Extra,3
24,47,0,105303,2003,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,5
24,47,0,105303,2003,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
24,47,0,105303,2003,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,9
24,47,0,105303,2003,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,7
24,47,0,105303,2003,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
24,47,0,105303,2003,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,6
24,47,0,105303,2003,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,4
24,47,0,105303,2003,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
25,43,0,101372,2015,1mill_Collision,300_Deductable,no_Roadside,no_Extra,3
25,43,0,101372,2015,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,7
25,43,0,101372,2015,2mill_Collision,500_Deductable,no_Roadside,no_Extra,6
25,43,0,101372,2015,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,9
25,43,0,101372,2015,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
25,43,0,101372,2015,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,5
25,43,0,101372,2015,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,8
25,43,0,101372,2015,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,2
25,43,0,101372,2015,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
26,22,0,31520,1990,1mill_Collision,300_Deductable,no_Roadside,no_Extra,7
26,22,0,31520,1990,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,9
26,22,0,31520,1990,2mill_Collision,500_Deductable,no_Roadside,no_Extra,6
26,22,0,31520,1990,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,3
26,22,0,31520,1990,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
26,22,0,31520,1990,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
26,22,0,31520,1990,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,4
26,22,0,31520,1990,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,8
26,22,0,31520,1990,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
27,25,0,46338,2013,1mill_Collision,300_Deductable,no_Roadside,no_Extra,7
27,25,0,46338,2013,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,8
27,25,0,46338,2013,2mill_Collision,500_Deductable,no_Roadside,no_Extra,4
27,25,0,46338,2013,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,3
27,25,0,46338,2013,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
27,25,0,46338,2013,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,6
27,25,0,46338,2013,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,5
27,25,0,46338,2013,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,9
27,25,0,46338,2013,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
28,70,0,26121,2012,1mill_Collision,300_Deductable,no_Roadside,no_Extra,3
28,70,0,26121,2012,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,2
28,70,0,26121,2012,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
28,70,0,26121,2012,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
28,70,0,26121,2012,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,7
28,70,0,26121,2012,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,9
28,70,0,26121,2012,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,6
28,70,0,26121,2012,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,1
28,70,0,26121,2012,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,4
29,32,0,51704,2012,1mill_Collision,300_Deductable,no_Roadside,no_Extra,7
29,32,0,51704,2012,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,9
29,32,0,51704,2012,2mill_Collision,500_Deductable,no_Roadside,no_Extra,3
29,32,0,51704,2012,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,8
29,32,0,51704,2012,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
29,32,0,51704,2012,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,2
29,32,0,51704,2012,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,5
29,32,0,51704,2012,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,4
29,32,0,51704,2012,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
30,22,0,33037,2003,1mill_Collision,300_Deductable,no_Roadside,no_Extra,8
30,22,0,33037,2003,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,7
30,22,0,33037,2003,2mill_Collision,500_Deductable,no_Roadside,no_Extra,5
30,22,0,33037,2003,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
30,22,0,33037,2003,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,2
30,22,0,33037,2003,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
30,22,0,33037,2003,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,3
30,22,0,33037,2003,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,9
30,22,0,33037,2003,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,6
31,39,0,48006,2011,1mill_Collision,300_Deductable,no_Roadside,no_Extra,4
31,39,0,48006,2011,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,5
31,39,0,48006,2011,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
31,39,0,48006,2011,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
31,39,0,48006,2011,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
31,39,0,48006,2011,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,2
31,39,0,48006,2011,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
31,39,0,48006,2011,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,7
31,39,0,48006,2011,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,3
32,36,0,61053,2015,1mill_Collision,300_Deductable,no_Roadside,no_Extra,7
32,36,0,61053,2015,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,6
32,36,0,61053,2015,2mill_Collision,500_Deductable,no_Roadside,no_Extra,8
32,36,0,61053,2015,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
32,36,0,61053,2015,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,3
32,36,0,61053,2015,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,1
32,36,0,61053,2015,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,9
32,36,0,61053,2015,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,4
32,36,0,61053,2015,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,2
33,17,0,34828,2014,1mill_Collision,300_Deductable,no_Roadside,no_Extra,8
33,17,0,34828,2014,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,9
33,17,0,34828,2014,2mill_Collision,500_Deductable,no_Roadside,no_Extra,6
33,17,0,34828,2014,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
33,17,0,34828,2014,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,4
33,17,0,34828,2014,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,2
33,17,0,34828,2014,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,3
33,17,0,34828,2014,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,7
33,17,0,34828,2014,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,1
34,60,0,77651,2012,1mill_Collision,300_Deductable,no_Roadside,no_Extra,2
34,60,0,77651,2012,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,6
34,60,0,77651,2012,2mill_Collision,500_Deductable,no_Roadside,no_Extra,4
34,60,0,77651,2012,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,7
34,60,0,77651,2012,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,1
34,60,0,77651,2012,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,3
34,60,0,77651,2012,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,8
34,60,0,77651,2012,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,5
34,60,0,77651,2012,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,9
35,65,0,90630,2014,1mill_Collision,300_Deductable,no_Roadside,no_Extra,2
35,65,0,90630,2014,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,4
35,65,0,90630,2014,2mill_Collision,500_Deductable,no_Roadside,no_Extra,3
35,65,0,90630,2014,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,5
35,65,0,90630,2014,5mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,6
35,65,0,90630,2014,5mill_Collision,300_Deductable,yes_Roadside,yes_Extra,9
35,65,0,90630,2014,2mill_Collision,300_Deductable,no_Roadside,yes_Extra,8
35,65,0,90630,2014,1mill_Collision,500_Deductable,yes_Roadside,yes_Extra,1
35,65,0,90630,2014,5mill_Collision,1000_Deductable,no_Roadside,no_Extra,7
36,82,0,19293,2013,1mill_Collision,300_Deductable,no_Roadside,no_Extra,2
36,82,0,19293,2013,1mill_Collision,500_Deductable,yes_Roadside,no_Extra,1
36,82,0,19293,2013,2mill_Collision,500_Deductable,no_Roadside,no_Extra,4
36,82,0,19293,2013,2mill_Collision,1000_Deductable,yes_Roadside,yes_Extra,7
